"Attribute Set Name:","属性セット名:"
"Attributes","属性"
"Available Products","利用できるプロダクト"
"Average Order Amount","平均注文額"
"Average Orders","平均注文点数"
"Back to Login","ログイン画面に戻る"
"Backup","バックアップ"
"Backup record was deleted.","バックアップレコードを削除しました。"
"Backups","バックアップ"
"Base currency","基本通貨"
"Bcc","BCC"
"Bestsellers","ベストセラー"
"Big Image","大きな画像"
"Block Information","ブロック情報"
"Both (without and with tax)","両方(税金なしと税金込み）"
"Both IPN and PDT","IPNとPDT"
"Bundle Items","セット商品"
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","価格が変化するようなセット商品はカスタム定義オプションを含めることができません。オプションは保存されません。"
"CMS","CMS"
"CRITICAL","致命的な"
"CSV / Tab separated","タブ区切りのCSVファイル"
"Cache Control","キャッシュコントロール"
"Cache Control (beta)","キャッシュコントロール(beta)"
"Cache Management","キャッシュ管理"
"Cache Type","キャッシュタイプ"
"Cancel","キャンセル"
"Cannot add new comment.","コメントを追加できません。"
"Cannot add tracking number.","荷物追跡番号を追加できません。"
"Cannot create an invoice without products.","商品のない領収は作成できません。"
"Cannot create credit memo for the order.","この注文の返金データを作成できません。"
"Cannot delete the design change.","デザイン変更を削除できません。"
"Cannot delete tracking number.","荷物追跡番号を削除できません。"
"Cannot do shipment for the order separately from invoice.","Cannot do shipment for the order separately from invoice."
"Cannot do shipment for the order.","Cannot do shipment for the order."
"Cannot find the email address.","Cannot find the email address."
"Cannot initialize shipment for adding tracking number.","Cannot initialize shipment for adding tracking number."
"Cannot initialize shipment for delete tracking number.","追跡番号削除のために配送処理を初期化できませんでした。"
"Cannot load track with retrieving identifier.","Cannot load track with retrieving identifier."
"Cannot retrieve tracking number detail.","荷物追跡番号を受け取れません。"
"Cannot save shipment.","出荷伝票を保存できません。"
"Cannot save the cedit memo.","返金伝票を保存できません。"
"Cannot send shipment information.","出荷案内を送信できません。"
"Cannot update item quantity.","商品点数を更新できません。"
"Cannot update the item\'s quantity.","商品の個数を更新できません。"
"Catalog","カタログ"
"Catalog Price Rules","カタログ価格ルール"
"Catalog Rewrites","カタログ書き換え"
"Category:","カテゴリ:"
"Channel","チャンネル"
"Checkbox","チェックボックス"
"Child Transactions","Child Transactions"
"Choose Store View","店舗ビューを選択"
"Choose an attribute","属性を選択"
"Clear","クリア"
"Comment text field cannot be empty.","コメントは必須です。"
"Comments History","コメント履歴"
"Complete","成功"
"Confirmed email:","確認メール:"
"Contents","コンテンツ"
"Convert to Plain Text","プレーンテキストに変換"
"Cookie (unsafe)","Cookie (安全ではない)"
"Country:","国:"
"Coupons","クーポン"
"Create","作成"
"Create DB Backup","データベースバックアップを生成"
"Create New Attribute","新しい属性を作成"
"Create URL Rewrite:","URL書換作成:"
"Created At","作成元"
"Credit Card Number: xxxx-%s","クレジットカード番号: xxxx-%s"
"Credit Card Type: %s","クレジットカード会社: %s"
"Credit Memo History","クレジットメモ履歴"
"Credit Memo Totals","クレジットメモの合計"
"Credit Memos","返金"
"Credit memo #%s comment added","返金伝票No. %s にコメントを追記しました。"
"Credit memo #%s created","返金伝票No. %s を作成しました"
"Credit memo\'s total must be positive.","返金合計にマイナスの金額は許可されていません。"
"Currency Information","通貨情報"
"Currency Setup Section","現在のセットアップセクション"
"Current Configuration Scope:","現在の設定対象:"
"Current Month","現在の月"
"Custom","カスタム"
"Custom Variable ""%s""","カスタム変数 ""%s"""
"Custom Variables","カスタム変数"
"Customer Group:","お客さまグループ:"
"Customer Groups","お客さまグループ"
"Customer Name","お客さま名"
"Customer Reviews","お客さまのレビュー"
"Customer Shopping Carts","ショッピングカート"
"Customer Tax Classes","お客さま課税区分"
"Customer with the same email already exists.","同じメールアドレスのお客さまが存在しています"
"Customers by Number of Orders","お客さまごとの注文件数"
"Customers by Orders Total","お客さまごとの購入合計"
"DHTML Date/Time Selector","DHTML 日付/時間 選択"
"Data Format","データフォーマット"
"Data transfer:","データ転送:"
"Date & Time","日付と時間"
"Date Updated","更新日"
"Date selection:","日付選択:"
"Date selector","日付選択"
"Day","曜日"
"Default (Admin) Values","デフォルト(Admin)値"
"Default Config","デフォルト設定"
"Default Template from Locale","ロケールごとのデフォルトテンプレート"
"Default display currency ""%s"" is not available in allowed currencies.","デフォルトの表示通貨 ""%s"" は使用できません。"
"Default scope","デフォルトスコープ"
"Delete %s","%sを削除"
"Delete %s '%s'","削除 %s '%s'"
"Delete Profile","プロファイルの削除"
"Delete Role","ロールの削除"
"Delete Store","標準の店舗"
"Delete Store View","店舗ビューの削除"
"Delete Template","テンプレートの削除"
"Delete User","ユーザーの削除"
"Delete Website","ウェブサイトの削除"
"Description","概要"
"Design","デザイン"
"Design Section","デザインセクション"
"Details","詳細"
"Developer Section","デベロッパーセクション"
"Direction:","方向:"
"Disabled","無効"
"Display %s first","はじめに%sを表示"
"Display default currency","デフォルト表示通貨"
"Distributed under GNU LGPL. See %s for details.","Distributed under GNU LGPL.  詳細は%sを参照"
"Do you really want to KILL parallel process and start new indexing process?","本当にparallel processを終了して新しいindexing processを始めますか＊?"
"Downloads","ダウンロード"
"Drag to move","ドラッグして移動"
"Drop-down","ドロップダウンリスト"
"Edit Design Change","デザイン変更の編集"
"Edit Email Template","メールテンプレートの編集"
"Edit Poll","投票の編集"
"Edit Queue","キューを編集"
"Edit Review","レビュー編集"
"Edit Role","ロールの編集"
"Edit Store View","店舗ビューの編集"
"Edit System Template","システムテンプレートの編集"
"Edit Template","テンプレートの編集"
"Edit URL Rewrite","URL書き換えを編集"
"Edit User","ユーザーの編集"
"Edit User '%s'","ユーザー'%s'の編集"
"Edit Website","ウェブサイトの編集"
"Email Preview","メールのプレビュー"
"Email to a Friend","友達にメールを送る"
"Email:","メール:"
"Enclose Values In:","括り文字:"
"Entity Type","エンティティタイプ"
"Entity type:","エンティティタイプ:"
"Excel","Excel"
"Excl. Tax","税抜き"
"Expiration Date: %s/%s","有効期限: %s/%s"
"Export CSV","CSVでエクスポート"
"Extension","エクステンション"
"Extensions","エクステンション"
"FTP Host[:Port]","FTPサーバー名[:ポート番号]"
"Failed to add a product to cart by id ""%s"".","Failed to add a product to cart by id ""%s""."
"Failed to cancel the billing agreement.","請求同意書のキャンセルに失敗しました。"
"Failed to clear the JavaScript/CSS cache.","JavaScript/CSSキャッシュのクリアに失敗しました。"
"Failed to delete the billing agreement.","請求同意書の削除に失敗しました。"
"Failed to update the profile.","プロファイルの更新に失敗しました。"
"Field","フィールド"
"Field Mapping","フィールド定義"
"File","ファイル"
"File Information","ファイル情報"
"File name:","ファイル名:"
"File size should be more than 0 bytes","ファイルサイズは0バイトより大きくなくてはいけません"
"Files","ファイル"
"Final Price","最終価格"
"Finished profile execution.","プロファイルの実行を終了"
"First Invoice Created Date","初回領収作成日"
"First Name is required field.","First Name is required field."
"First Name:","名:"
"Fixed","定額"
"Flush Catalog Images Cache","カタログ画像キャッシュ更新"
"Flush JavaScript/CSS Cache","JavaScript/CSSキャッシュ更新"
"For category",""
"For latest version visit: %s","最新のバージョンへ: %s"
"For product","商品用"
"Forgot your password?","パスワードをお忘れですか？"
"Forgot your user name or password?","ユーザー名またはパスワードをお忘れですか？"
"From","開始"
"GLOBAL","グローバル"
"Gb","GB"
"General Section","汎用部門"
"Get Image Base64","画像のBase64エンコードを取得する"
"Get help for this page","このページのヘルプを見る"
"Global Attribute","全般属性"
"Global Record Search","全体検索"
"Global Search","グローバルサーチ"
"Go Today","今日に移動"
"Google Base","Googleベース"
"Google Base Items","Googleベースアイテム"
"Google Sitemaps","Googleサイトマップ"
"Grand Total","合計"
"Grid (default) / List","グリッド(デフォルト)/リスト"
"Grid Only","グリッドのみ"
"Group:","グループ:"
"Guest","ゲスト様"
"HTTP (unsecure)","HTTP (非セキュア)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Magentoの品質向上にご協力ください - バグを報告する"
"Home","ホーム"
"ID","ID"
"ID Path","IDパス"
"IP Address","IPアドレス"
"IPN (Instant Payment Notification) Only","IPN のみ"
"If this message persists, please contact the store owner.","このメッセージが表示され続けている場合は、管理者に連絡してください。"
"Ignore","無視"
"Images","画像"
"Images (.gif, .jpg, .png)","画像（.gif, .jpg, .png）"
"Images Cache","画像のキャッシュ"
"Import Service","サービスのインポート"
"Import and Export","インポートとエクスポート"
"Import and Export Tax Rates","税率のインポートとエクスポート"
"Import/Export","インポート/エクスポート"
"Import/Export Advanced","インポート/エクスポート上級"
"Import/Export Profile","インポート/エクスポートのプロファイル"
"Imported <strong>%s</strong> records","<strong>%s</strong>件のレコードを取り込みました"
"In","In"
"In Database:","データベース:"
"In File:","ファイル:"
"Include","含む"
"Incoming Message","受信メッセージ"
"Insert Variable...","変数の挿入..."
"Interactive","インタラクティブ"
"Interface Locale: %s","インターフェイスの言語: %s"
"Invalid Form Key. Please refresh the page.","不正なフォームキーです。ページを再読み込みしてください。"
"Invalid Import Service Specified","不正なインポート処理があります"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","不正なデータです (php,iniの post_max_sizeとupload_max_filesizeの設定を確認してください)。"
"Invalid Secret Key. Please refresh the page.","不正なシークレットキーです。ページを再読み込みしてください。"
"Invalid Username or Password.","不正なユーザー名とパスワードです。"
"Invalid directory: %s","不正なディレクトリ: %s"
"Invalid email address ""%s"".","不正なメールアドレス ""%s"" です。"
"Invalid file: %s","不正なファイル: %s"
"Invalid input data for %s => %s rate","不正な%sから%sへの変換レートデータです"
"Invalid parent block for this block","Invalid parent block for this block"
"Invalid parent block for this block.","個のブロックに対する不正な親ブロックです。"
"Invalid sender name ""%s"". Please use only visible characters and spaces.","不正な送信者名 ""%s""です。 半角英数字と空白を使用してください。"
"Invalidated","期限切れ"
"Inventory Stock Status","在庫ステータス"
"Invoice #%s comment added","領収 #%s にコメントを追加しました"
"Invoice #%s created","領収 #%s を作成しました"
"Invoice History","領収履歴"
"Invoice Totals","領収合計"
"Invoice canceling error.","領収キャンセルエラー"
"Invoice capturing error.","領収計上エラー"
"Invoice voiding error.","領収無効エラー"
"Invoices","領収"
"Is Closed","クローズ済"
"Issue Number","課題番号"
"Issuer: %s","登録者: %s"
"Items","購入商品数"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSSキャッシュ"
"Kb","KB"
"Last 24 Hours","直近24時間"
"Last 5 Orders","最近の5件"
"Last 5 Search Terms","直近5件の検索キーワード"
"Last 7 Days","直近7日"
"Last Credit Memo Created Date","直近のクレジットメモ作成日"
"Last Invoice Created Date","直近の領収作成日"
"Last Logged In (%s):","前回ログイン(%s):"
"Last Logged In:","最終ログイン日:"
"Last Name is required field.","姓は必須項目です"
"Last Name:","姓:"
"Last updated: %s. To refresh last day's <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","最終更新日時は %s です。昨日分の<a href=""%s"">統計情報を更新する</a>には<a href=""%s"">こちらから</a>作業を行なってください。"
"Latest Message:","最新メッセージ:"
"Layered Navigation Indices","階層ナビゲーションインデックス"
"Layered Navigation Indices were refreshed.","階層ナビゲーションインデックスを更新しました。"
"Leave empty to use tax identifier","税鑑定のため未記入にしておく"
"Lifetime Sales","セール期間"
"Lifetime statistics have been updated.","統計を更新しました。"
"Links","リンク"
"List (default) / Grid","リスト(デフォルト)/グリッド"
"List Only","リストのみ"
"Load Template","テンプレートを読み込む"
"Load default template","デフォルトテンプレートを読み込む"
"Loading...","読み込み中"
"Local Server","ローカルサーバー"
"Local/Remote Server","ローカル/リモートサーバー"
"Locale","ロケール"
"Log in to Admin Panel","管理画面にログイン"
"Log into Magento Admin Page","Magento管理画面にログイン"
"Logged in as %s","%sとしてログイン中"
"Low Stock","在庫僅少"
"MAJOR","メジャー"
"MINOR","マイナー"
"MS Excel XML","エクセルXML形式"
"Magento Admin","Magento管理画面"
"Magento Commerce - Administrative Panel","Magentoコマース - 管理パネル"
"Magento Connect","Magentoコネクト"
"Magento Connect Manager","Magentoコネクト管理"
"Magento Logo","Magentoロゴ"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","MagentoはMagento Incの商標です。 Copyright &copy; %s Magento Inc."
"Magento ver. %s","Magento バージョン %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; は Magento Incの商標です。<br/>Copyright &copy; %s Magento Inc."
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","ファイルのデータをサポートされている文字コードで保存してください。 (UTF-8 または ASCII)."
"Manage Attribute Sets","属性セット管理"
"Manage Attributes","属性管理"
"Manage Categories","カテゴリ管理"
"Manage Content","コンテンツ管理"
"Manage Currency Rates","通貨レート管理"
"Manage Customers","お客さま管理"
"Manage Ratings","評価管理"
"Manage Stores","店舗管理"
"Manage Tax Rules","税ルール管理"
"Manage Tax Zones and Rates","税率と地域の管理"
"Manage osCommerce Orders","OSコマースの注文を管理する"
"Manage osCommerce Profiles","OSコマースのプロファイルを管理する"
"Matched Expression","Matched Expression"
"Mb","MB"
"Media (.avi, .flv, .swf)","メディアファイル(.avi, .flv, .swf)"
"Messages Inbox","受信箱"
"Most Viewed","最も見られた"
"Most Viewed Products","最も見られた商品"
"Multiple Select","複数選択"
"N/A","N/A"
"NOTICE","お知らせ"
"Name","名前"
"Name on the Card: %s","カードの名義: %s"
"Name:","名前:"
"New ","新規 "
"New API Key","新しいAPIキー"
"New Accounts","新しいアカウント"
"New Attribute","New Attribute"
"New Block","新しいブロック"
"New Category","新規カテゴリ"
"New Class","新しい区分"
"New Condition","新しい条件"
"New Custom Variable","新しいカスタム変数"
"New Customer","新しいお客さま"
"New Customers","新規お客さま"
"New Design Change","新しいデザイン変更"
"New Email Template","新規メールテンプレート"
"New Group","新しいグループ"
"New Invoice","新しい領収"
"New Item Type","ニューアイテムタイプ"
"New Memo","新規メモ"
"New Memo for #%s","New Memo for #%s"
"New Page","新しいページ"
"New Password","新規パスワード"
"New Poll","新しい投票"
"New Profile","新規プロファイル"
"New Rate","新しいレート"
"New Rating","新しい評価"
"New Review","新しいレビュー"
"New Role","新しい権限"
"New Rule","新しいルール"
"New Search","新しい検索"
"New Set","新しいセット"
"New Shipment","新規出荷"
"New Sitemap","新しいサイトマップ"
"New Store View","新規店舗ビュー"
"New System Template","新規システムテンプレート"
"New Tag","新規タグ"
"New Template","新規テンプレート"
"New User","新規ユーザー"
"New Variable","新しい変数"
"New Website","新規ウェブサイト"
"New admin password","新しい管理者パスワード"
"Newsletter","ニュースレター"
"Newsletter Problems","ニュースレター問題"
"Newsletter Queue","Newsletter Queue"
"Newsletter Subscribers","ニュースレター購読者"
"Newsletter Templates","ニュースレターテンプレート"
"Next month (hold for menu)","次月 (hold for menu)"
"Next page","次ページ"
"Next year (hold for menu)","次年 (hold for menu)"
"No (price without tax)","いいえ（税抜価格）"
"No Data Found","データが見つかりませんでした"
"No Profile","プロファイルがありません"
"No Templates Found","テンプレートが見つかりませんでした"
"No change","変化なし"
"No information available.","情報がありません。"
"No profile loaded...","プロファイルが読み込まれていません"
"No records found for this period.","この期間のレコードが見つかりませんでした。"
"No records found.","レコードが見つかりませんでした"
"No report code specified.","No report code specified."
"No search keywords.","検索キーワードがありません。"
"No search modules were registered","No search modules were registered"
"None","なし"
"Note:","ノート:"
"Notes","メモ"
"Notifications","お知らせ"
"Number of Orders","注文数"
"Number of Uses","使用数"
"Number of records:","レコード数:"
"Old rate:","旧レート:"
"One or more of the Cache Types are invalidated:","1つ以上のキャッシュが期限切れです:"
"Online Customers","オンラインなお客さま"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","適用範囲「グローバル」と入力方式「ドロップダウン」と構成可能商品「Yes」のみが属性として利用可能です。"
"Only mapped fields","関連付け済フィールドのみ"
"Optional","オプション"
"Options","オプション"
"Order #%s (%s)","注文番号%s (%s)"
"Order Created Date","注文作成日"
"Order Totals","注文合計"
"Order Updated Date","Order Updated Date"
"Order Updated Date report is real-time, does not need statistics refreshing.","注文更新日レポートはリアルタイム表示です。統計の更新処理は不要です。"
"Order cannot be placed.","注文を保存できません。"
"Orders","注文"
"Original Magento attribute names in first row:","オリジナルのMagento属性名を先頭行に表示する:"
"PDT (Payment Data Transfer) Only","決済データ転送のみ"
"Package","パッケージ"
"Package Extensions","エクステンションパッケージ"
"Packages","パッケージ"
"Page","ページ"
"Pages","ページ"
"Parent Product Thumbnail","親商品のサムネイル"
"Parent Transaction ID","親トランザクションID"
"Passive mode","パッシブモード"
"Password Confirmation","確認用パスワード"
"Password confirmation must be same as password.","パスワードが一致しません。"
"Password must be at least of %d characters.","パスワードは %d 文字以上である必要があります。"
"Password must include both numeric and alphabetic characters.","パスワードは半角英数字である必要があります。"
"Password:","パスワード:"
"Path","パス"
"Path:","パス:"
"Payment method instance is not available.","支払方法が利用できません。"
"Payment method is not available.","支払方法は利用できません。"
"Payment method must be specified.","決済方法を指定してください。"
"Pending Reviews","保留中のレビュー"
"Pending Tags","審査中のタグ"
"Per Item","商品ごと"
"Per Order","注文ごと"
"Percent","比率"
"Performed At","実行"
"Period","期間"
"Permanent (301)","永久(301)"
"Permissions","権限"
"Phone:","電話番号:"
"Please Select","Please Select"
"Please confirm site switching. All data that hasn\'t been saved will be lost.","サイトの切替を確認してください。保存されていないデータは失われます。"
"Please continue with placing order.","Please continue with placing order."
"Please enter 6 or more characters.","6文字以上入力してください"
"Please enter a number greater than 0 in this field.","0条の数字を入力してください"
"Please enter a valid $ amount. For example $100.00.","正しい金額表示で入力してください"
"Please enter a valid URL. For example http://www.example.com or www.example.com","正しいURLを入力してください。（例：http://www.example.com または www.example.com）"
"Please enter a valid URL. http:// is required","正しいURLを入力してください。「http://」が必要です。"
"Please enter a valid credit card number.","正しいクレジットカード番号を入力してください。"
"Please enter a valid date.","正しい日付を入力してください。"
"Please enter a valid email.","正しいメールアドレスを入力してください。"
"Please enter a valid number in this field.","正しい数字で入力してください。"
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","正しい電話番号の形式で入力してください。（例：(123) 456-7890 or 123-456-7890）"
"Please enter a valid social security number. For example 123-45-6789.","正しい社会保障番号を入力してください。（例：123-45-6789）"
"Please enter a valid value from list","リストから正しい値を選択してください。"
"Please enter a valid value, ex: 10,20,30","正しい値を入力してください。 例: 10,20,30"
"Please enter a valid zip code.","正しい郵便番号を入力してください。"
"Please enter a valid zip code. For example 90602 or 90602-1234.","正しい郵便番号を入力してください。（例：123-4567）"
"Please enter valid password.","正しいパスワードを入力してください。"
"Please fill in 'email' field.","メールアドレスを入力してください"
"Please make sure that all global admin search modules are installed and activated.","全体検索モジュールがインストールされていて有効になっているか確認してください"
"Please make sure that your changes were saved before running the profile.","プロファイルを実行する前に変更を保存してください"
"Please make sure your passwords match.","パスワードを一致させてください。"
"Please select State/Province.","県を選択してください"
"Please select a customer.","お客さまを選択してください。"
"Please select a store.","店舗を選択してください。"
"Please select an option.","オプションを選択してください。"
"Please select catalog searches.","検索キーワードを指定してください。"
"Please select customer(s).","お客さまを選択してください。"
"Please select one of the above options.","オプションをひとつ選択してください。"
"Please select one of the options.","オプションをひとつ選択してください。"
"Please select review(s).","レビューを選択してください。"
"Please select tag(s).","Please select tag(s)."
"Please specify at least start or end date.","開始日または終了日を指定してください。"
"Please specify the admin custom URL.","管理画面のURLを指定してください。"
"Please try to logout and sign in again.","ログインしなおしてみてください。"
"Please use in this field only ""a-z,0-9,_"".","""a-z,0-9,_""の文字で入力してください。"
"Please use letters only (a-z) in this field.","記号と数字以外で入力してください。"
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","このフィールドには数字を入力してください。"
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","このフィールドには記号以外の文字を入力してください。"
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","このフィールドには記号以外の文字を入力してください。"
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","日付の形式は右の通りです: dd/mm/yyyy. （例： 17/03/2006 は 2006年3月17日）。"
"Please wait while the indexes are being refreshed.","インデックスの更新が終わるまでお待ちください。"
"Please wait, loading...","読み込み中です"
"Please wait...","しばらくお待ちください。。"
"Please, add some answers to this poll first.","最初にこの投票に回答を追加してください。"
"Please, select ""Visible in Stores"" for this poll first.","""店舗で表示""を最初に選択してください。"
"Poll Manager","投票管理"
"Polls","投票"
"Popular","ポピュラーな"
"Position of Watermark for %s","%sの透かしの位置"
"Pregenerated product images files.","事前に作成する商品画像"
"Prev. month (hold for menu)","前月(メニューに適用)"
"Prev. year (hold for menu)","前年 (メニューに適用)"
"Preview","プレビュー"
"Preview Template","テンプレートのプレビュー"
"Previous page","前ページ"
"Price alert subscription was saved.","価格更新通知購読を保存しました。"
